,mut15,mut1,mut2,mut3,mut4,mut5,mut6,mut7,mut8,mut9,mut10,mut11,mut12,mut13,mut14
cell409,53,41,42,58,46,55,48,49,43,52,40,54,62,42,42
cell410,43,49,49,53,56,37,49,52,63,50,50,49,55,49,59
cell411,48,49,62,49,50,46,52,68,50,45,60,41,45,54,47
cell412,46,47,58,56,70,53,53,49,49,46,45,51,52,50,60
cell413,48,45,60,54,49,54,49,44,55,50,50,54,58,62,51
cell414,52,59,62,36,47,65,43,51,50,49,56,55,42,47,40
cell415,54,56,45,52,58,49,43,46,59,48,50,46,50,51,42
cell416,50,47,54,52,44,46,49,52,48,35,48,54,47,54,58
cell417,51,51,43,55,44,48,49,41,47,43,47,52,48,59,49
cell418,43,56,50,38,52,44,52,50,52,64,50,53,52,48,50
cell419,52,56,58,59,58,55,48,50,44,42,55,51,59,48,44
cell420,59,40,35,48,51,54,55,50,47,56,43,57,56,46,49
cell421,41,47,44,48,41,57,40,48,54,52,49,50,53,43,50
cell422,48,60,48,60,54,46,61,33,60,50,51,50,39,36,50
cell423,49,53,36,47,57,42,51,47,46,54,42,43,41,36,40
cell424,59,62,47,47,53,61,44,51,57,56,51,49,42,42,55
cell425,51,32,54,50,54,44,48,43,43,48,63,45,56,59,41
cell426,42,61,53,52,51,47,44,57,50,46,45,36,48,55,62
cell427,51,57,40,48,39,64,39,48,58,54,55,35,60,43,38
cell428,54,39,58,51,51,48,35,60,36,49,53,42,53,49,61
cell429,59,41,44,55,42,56,53,55,45,44,55,53,52,46,42
cell430,54,52,46,50,54,52,45,50,51,57,54,65,51,62,43
cell431,49,44,46,42,45,51,50,40,53,65,55,60,53,46,58
cell432,52,46,59,51,46,54,61,48,43,59,53,55,29,45,41
cell433,60,46,61,51,55,41,53,50,49,40,52,44,47,45,47
cell434,41,49,46,45,55,48,48,44,33,55,59,45,41,56,37
cell435,58,52,51,57,43,53,52,38,67,51,51,52,54,58,48
cell436,51,60,54,47,58,55,50,46,43,59,55,51,47,45,54
cell437,47,46,58,44,40,46,50,63,55,50,44,38,56,37,57
cell438,56,41,48,41,55,42,47,51,42,49,63,46,45,42,54
cell439,53,54,45,52,45,52,44,43,54,59,55,44,59,52,51
cell440,46,49,60,49,49,61,40,57,58,56,48,45,71,46,45
cell441,45,56,67,47,47,49,34,43,48,62,46,44,57,65,60
cell442,55,47,63,41,52,54,74,62,42,35,52,41,63,55,42
cell443,49,63,53,43,39,66,50,44,54,55,39,37,48,47,45
cell444,52,40,49,45,57,50,60,46,70,61,62,44,54,53,49
cell445,44,44,56,52,53,57,50,59,53,37,56,44,56,43,53
cell446,41,46,52,49,54,48,52,43,49,46,58,43,38,50,56
cell447,58,66,58,44,58,66,54,41,35,48,44,54,53,56,46
cell448,61,55,51,49,57,51,48,44,44,51,40,36,46,41,51
cell449,47,47,43,45,47,45,52,49,49,47,45,53,62,47,52
cell450,51,36,61,61,53,37,52,47,51,62,61,52,39,55,42
cell451,55,60,49,60,48,60,52,33,48,48,44,43,43,53,53
cell452,36,60,53,55,48,57,50,59,52,46,46,64,57,56,39
cell453,53,50,41,61,43,46,43,54,44,53,47,70,50,42,53
cell454,43,51,46,52,61,56,51,52,49,42,42,58,37,48,43
cell455,55,41,49,51,45,57,49,57,61,47,44,47,37,59,51
cell456,61,51,45,43,53,44,39,45,56,49,52,41,47,37,44
cell457,53,50,58,59,46,52,46,59,47,46,50,64,52,42,60
cell458,42,52,43,54,58,61,57,50,58,53,46,52,52,50,48
cell459,61,43,51,62,42,43,47,50,57,53,53,66,62,54,44
cell460,49,58,51,40,41,50,48,45,53,48,45,50,58,46,49
cell461,52,37,50,45,48,56,54,46,54,51,49,47,48,62,53
cell462,60,45,36,53,58,48,46,40,53,42,58,59,52,48,46
cell463,54,52,34,44,64,50,46,53,60,48,39,47,47,45,70
cell464,52,45,52,45,55,62,37,39,66,43,61,52,66,50,49
cell465,52,57,52,54,55,54,58,60,47,51,47,42,53,55,38
cell466,54,43,41,48,51,41,50,45,45,42,58,47,52,52,48
cell467,69,45,49,62,51,50,51,40,47,49,64,49,57,52,43
cell468,42,48,49,37,56,42,44,45,71,52,76,47,54,52,55
cell469,76,55,54,62,35,45,39,42,52,45,48,52,48,54,41
cell470,50,49,52,48,43,45,53,52,46,60,30,50,60,44,45
cell471,42,51,58,52,48,72,43,44,49,71,42,61,48,50,46
cell472,49,49,51,61,47,49,54,51,45,48,36,52,58,52,42
cell473,61,46,51,62,65,61,63,57,54,42,36,53,63,39,49
cell474,37,51,46,49,58,44,53,48,41,49,59,55,64,50,51
cell475,41,49,62,51,52,46,52,44,45,52,50,47,53,46,46
cell476,54,50,46,46,46,62,54,44,45,52,42,43,39,37,37
cell477,50,58,50,45,58,46,44,49,51,42,54,50,60,44,50
cell478,46,55,58,59,44,43,49,59,47,55,47,42,46,33,52
cell479,45,64,45,56,44,55,64,62,48,57,48,49,42,52,51
cell480,47,50,52,53,48,50,54,41,54,57,44,47,50,56,45
cell481,35,60,54,54,48,43,52,61,49,51,49,54,44,55,55
cell482,56,67,60,52,42,58,49,43,51,61,57,47,48,45,57
cell483,62,51,48,48,52,54,44,52,47,51,59,49,50,56,50
cell484,45,51,51,57,54,53,61,48,50,49,61,55,44,51,43
cell485,46,55,44,49,53,50,44,57,63,55,45,43,46,47,61
cell486,46,49,46,54,47,58,55,58,63,43,56,51,49,54,52
cell487,31,46,49,62,54,52,50,38,46,51,41,44,54,51,53
cell488,52,47,48,51,52,60,59,54,45,51,52,43,61,39,38
cell489,44,47,43,48,55,50,48,53,42,62,46,60,49,46,56
cell490,56,44,72,57,49,59,52,61,51,50,42,61,57,61,47
cell491,43,51,45,60,57,41,56,54,47,43,41,46,43,62,63
cell492,59,54,49,50,47,43,40,53,46,38,65,47,55,51,39
cell493,40,44,53,50,56,63,52,70,47,46,52,56,41,50,56
cell494,48,43,55,48,50,54,53,44,53,47,34,44,53,47,49
cell495,58,42,51,51,45,33,54,44,46,46,56,43,59,57,41
cell496,43,60,52,57,55,58,45,51,67,62,40,50,43,43,49
cell497,54,62,53,60,49,50,58,49,52,53,48,49,50,56,48
cell498,52,52,48,51,45,53,68,47,66,45,49,50,44,53,62
cell499,50,45,43,62,54,44,48,40,70,56,44,38,41,48,45
cell500,43,46,54,48,46,48,44,59,46,51,51,55,57,50,59
