	mut10	mut10	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9
cell315	2	45	49	0	43	0	53	2	41	1	46	0	44	1	42	10	52	0	32	32
cell316	0	46	31	19	45	1	52	0	59	0	46	0	44	4	47	0	62	0	48	0
cell317	2	43	14	36	54	0	45	18	54	0	23	26	49	0	38	0	52	3	49	0
cell318	0	50	7	45	54	0	34	23	57	1	21	16	48	8	51	1	45	0	47	0
cell319	1	45	55	0	48	0	46	0	48	0	54	0	58	0	55	0	51	0	33	8
cell320	0	50	44	0	49	0	57	0	47	0	49	0	43	0	55	0	38	0	48	0
cell321	0	54	38	21	37	0	47	12	45	0	59	0	54	0	31	0	40	1	49	0
cell322	3	53	18	32	54	0	39	11	50	0	66	7	44	0	58	0	44	1	50	0
cell323	0	49	14	37	44	9	45	1	28	7	43	0	62	0	53	1	35	9	70	0
cell324	0	47	11	45	52	0	10	34	39	0	17	24	30	20	36	3	56	0	50	0
cell325	0	54	55	0	55	1	46	0	44	5	56	0	43	0	51	0	55	0	26	28
cell326	0	59	6	40	53	0	23	22	37	0	16	41	25	21	23	26	54	0	51	0
cell327	0	54	6	46	54	1	43	0	18	26	52	0	47	2	57	1	16	25	49	3
cell328	0	59	63	0	44	0	53	0	42	0	48	0	51	0	44	0	47	0	44	0
cell329	0	55	0	59	38	8	45	0	12	28	57	0	43	2	49	0	47	1	50	3
cell330	1	49	47	0	52	0	49	0	60	0	48	0	68	1	59	0	41	0	54	0
cell331	0	38	0	50	49	0	15	30	54	0	33	12	37	9	52	0	38	0	50	0
cell332	0	47	1	45	29	15	42	1	28	12	53	0	53	0	55	2	56	0	35	2
cell333	0	45	49	0	42	0	40	0	49	1	57	0	51	0	46	3	57	0	53	0
cell334	5	58	21	39	43	2	9	27	51	0	31	15	55	3	53	0	39	0	69	0
cell335	0	47	17	22	30	14	48	1	52	0	48	0	48	1	57	0	49	0	47	0
cell336	0	66	3	42	36	5	54	1	5	45	54	0	47	0	60	1	53	0	54	0
cell337	1	40	21	25	49	0	26	28	44	0	35	6	48	5	43	0	42	0	40	0
cell338	1	39	0	45	52	0	5	44	49	0	32	18	46	8	49	0	47	2	51	0
cell339	0	49	3	49	27	20	45	0	31	11	45	0	59	0	49	0	38	17	37	4
cell340	0	36	58	0	34	0	52	2	45	2	38	0	41	5	38	0	47	5	36	12
cell341	0	49	1	44	49	0	52	0	53	2	50	0	22	0	52	2	60	0	47	0
cell342	0	53	5	42	41	9	53	0	32	7	58	2	43	2	56	0	52	3	51	0
cell343	0	52	3	54	50	0	18	38	37	0	20	33	39	11	25	19	54	0	61	1
cell344	0	40	64	0	43	0	55	0	51	0	53	0	54	0	40	1	51	0	47	0
cell345	0	41	48	4	51	0	50	0	55	0	68	0	63	0	54	0	43	2	33	0
cell346	0	50	4	43	41	0	14	31	50	0	33	19	48	0	60	1	47	0	63	0
cell347	0	48	25	26	55	0	36	16	53	0	43	7	48	5	36	6	42	4	47	0
cell348	0	41	8	34	21	22	61	0	46	3	51	0	55	0	48	0	53	0	57	0
cell349	1	43	66	2	34	0	44	0	44	0	48	2	50	0	63	1	59	1	5	38
cell350	0	48	3	40	44	7	51	0	45	0	45	3	41	0	46	0	49	0	35	0
cell351	0	37	14	33	41	3	32	5	54	0	50	0	58	0	52	0	60	0	38	0
cell352	0	50	9	43	42	0	22	18	43	1	27	23	44	2	41	0	46	0	67	0
cell353	0	58	18	31	42	0	22	21	37	0	44	8	39	4	59	0	57	0	54	0
cell354	0	41	19	25	54	0	23	42	46	0	27	3	43	7	40	0	49	0	39	0
cell355	0	51	38	14	48	0	49	1	57	2	48	1	46	0	47	0	48	0	48	0
cell356	0	41	1	50	50	1	52	0	11	31	53	0	57	0	65	0	46	3	50	1
cell357	0	42	48	0	48	0	50	0	49	0	56	1	44	0	42	7	54	0	43	3
cell358	0	45	0	48	60	7	24	28	63	0	33	15	38	11	43	3	46	0	41	0
cell359	0	49	14	30	28	20	49	1	32	26	60	0	57	2	41	0	47	9	48	0
cell360	0	56	12	33	44	0	32	12	44	0	28	7	36	10	45	3	50	0	46	0
cell361	0	40	4	33	53	0	3	54	47	2	21	32	19	27	38	24	50	0	43	0
cell362	0	35	13	32	52	0	30	17	45	0	24	24	49	7	39	0	54	0	56	0
cell363	2	49	4	48	51	0	7	41	55	0	16	32	19	29	50	0	51	0	55	0
cell364	0	56	26	36	32	13	54	0	47	15	43	1	43	0	58	0	39	3	56	0
cell365	1	58	21	34	29	12	49	1	42	0	41	0	43	0	53	0	50	1	51	0
cell366	0	59	6	34	48	5	47	0	43	4	45	3	41	0	45	0	61	0	50	0
cell367	0	44	7	40	43	0	18	19	45	0	50	0	60	0	57	1	57	0	43	0
cell368	0	47	15	43	54	0	31	20	52	0	39	1	55	0	57	3	40	0	40	0
cell369	0	57	2	60	26	25	49	0	51	8	48	3	51	0	52	0	47	4	46	0
cell370	0	56	10	43	52	1	19	26	62	0	51	13	53	0	44	0	55	0	39	0
cell371	0	52	14	36	38	0	18	46	40	0	43	16	42	13	45	1	39	0	63	1
cell372	1	53	1	57	49	0	36	19	44	0	20	31	42	9	48	1	47	0	53	0
cell373	0	61	2	42	33	7	50	0	21	20	51	0	40	0	39	0	33	14	63	0
cell374	0	56	27	19	45	1	31	20	50	0	52	1	55	0	40	0	59	0	43	0
cell375	1	50	1	44	50	0	22	23	54	0	41	11	46	6	36	0	39	0	40	0
cell376	0	51	63	0	34	1	39	0	50	0	56	0	48	0	59	0	57	0	36	34
cell377	0	46	2	53	40	0	1	53	64	0	10	27	31	17	37	0	32	0	50	0
cell378	0	54	23	23	54	0	25	18	47	0	39	8	13	24	49	0	51	0	55	0
cell379	0	50	22	30	55	0	58	12	37	0	59	0	43	0	45	0	42	1	27	6
cell380	0	42	2	40	26	19	49	0	19	42	61	0	56	0	57	0	35	12	36	0
cell381	0	46	46	0	47	0	53	0	47	2	52	0	51	0	43	4	52	0	41	20
cell382	2	44	14	46	26	23	54	0	38	0	60	0	58	0	43	0	48	0	50	0
cell383	0	65	1	52	33	18	55	0	44	0	39	0	40	0	46	0	46	0	37	0
cell384	0	42	5	57	46	0	29	20	56	2	43	0	48	0	50	0	49	0	50	0
cell385	0	52	7	44	56	0	27	22	51	0	21	28	40	10	50	4	64	0	29	7
cell386	0	45	3	26	42	0	29	20	53	0	17	25	55	1	50	2	52	0	42	0
cell387	0	56	15	34	45	0	45	3	52	0	41	0	51	0	43	0	48	0	62	0
cell388	0	45	11	44	52	1	12	20	47	7	29	7	44	0	50	0	59	0	41	11
cell389	0	46	15	37	50	0	40	0	61	0	39	7	51	4	40	0	55	2	42	3
cell390	0	43	21	24	44	0	40	15	50	0	53	4	70	0	44	0	51	0	37	0
cell391	0	52	31	3	46	0	50	2	47	0	57	0	53	0	42	2	48	7	48	0
cell392	0	44	3	44	54	0	24	27	64	0	38	16	26	13	56	9	47	0	63	0
cell393	0	53	39	17	58	0	51	0	48	0	36	0	49	0	43	0	51	0	48	0
cell394	1	58	18	31	39	1	34	11	40	0	43	8	35	19	46	14	56	0	43	1
cell395	0	51	23	33	44	6	43	2	47	0	46	3	58	0	55	0	62	1	53	0
cell396	0	49	17	37	31	21	49	3	53	0	65	2	62	0	41	0	42	0	48	0
cell397	2	46	47	0	53	0	53	2	48	0	60	0	37	6	38	0	40	0	48	0
cell398	0	57	8	38	43	4	65	0	47	0	41	0	47	0	61	0	54	3	57	0
cell399	0	43	38	0	47	0	66	0	53	0	45	1	52	3	45	2	62	0	41	11
cell400	4	53	13	53	49	0	25	26	43	7	36	23	45	2	51	0	53	0	42	0
cell401	0	62	24	21	55	1	17	30	40	0	36	1	45	0	65	0	41	0	44	0
cell402	0	53	43	4	45	10	52	0	36	0	50	2	45	0	59	2	54	0	44	0
cell403	0	60	11	37	43	7	38	0	29	23	52	0	67	0	62	0	50	1	52	0
cell404	0	60	59	0	46	0	60	0	53	0	60	0	56	0	51	3	63	1	49	0
cell405	0	53	58	0	49	0	47	4	57	0	54	0	43	0	45	0	54	0	0	33
cell406	0	45	5	39	57	0	40	1	69	0	48	0	49	0	52	0	45	0	41	0
cell407	0	48	47	0	46	0	39	0	49	0	53	0	39	0	54	0	53	0	55	0
cell408	3	38	54	0	44	1	45	0	50	2	52	0	50	0	38	1	44	0	6	32
cell409	0	50	26	26	49	0	58	0	38	16	46	2	46	0	36	6	53	20	48	0
cell410	0	41	48	4	42	0	52	0	50	0	50	0	43	0	46	0	54	0	42	3
cell411	0	46	6	41	40	0	11	42	54	1	19	43	28	18	19	34	57	0	36	0
cell412	0	53	2	42	61	0	18	34	45	0	48	4	47	0	51	0	49	0	40	0
cell413	3	40	3	39	51	6	35	9	46	5	36	6	48	0	48	0	42	0	48	0
cell414	0	59	2	46	48	3	4	38	53	0	28	16	53	2	62	3	48	4	48	0
cell415	0	52	14	26	52	0	21	40	52	1	38	3	47	5	39	0	49	0	42	1
cell416	0	45	10	36	55	0	43	13	46	0	40	0	46	1	50	0	50	2	46	0
cell417	0	56	24	32	57	6	46	0	32	21	46	0	40	4	42	3	32	8	42	0
cell418	1	44	13	34	41	0	28	25	42	0	35	12	43	13	47	0	63	0	69	0
cell419	0	42	4	42	63	0	27	26	49	0	26	24	40	5	55	2	57	0	58	0
cell420	0	54	54	15	48	0	34	16	28	4	37	0	49	0	50	0	52	0	42	1
cell421	2	58	45	5	53	0	41	14	52	0	47	0	46	0	54	0	52	0	47	0
cell422	0	41	7	46	28	37	47	0	54	2	54	0	47	0	52	0	61	0	52	0
cell423	0	48	18	34	49	1	47	7	43	0	52	0	35	0	38	0	54	0	46	0
cell424	0	56	29	8	57	0	39	0	57	0	45	0	54	0	48	0	48	0	37	6
cell425	0	52	12	41	47	0	13	33	44	2	42	5	47	6	49	0	52	0	48	0
cell426	0	60	35	22	45	0	30	32	50	1	45	10	42	3	40	1	59	0	59	5
cell427	1	48	0	56	46	5	54	0	30	19	50	0	53	0	38	0	41	6	47	0
cell428	0	45	12	45	47	0	44	9	43	0	46	0	54	0	46	0	50	1	49	0
cell429	0	50	45	6	43	7	53	0	43	0	56	0	56	1	43	0	55	0	41	0
cell430	0	45	20	23	50	6	49	0	42	15	52	4	51	0	37	0	55	0	34	3
cell431	0	57	0	33	43	8	46	5	16	31	51	0	50	1	54	0	49	3	49	0
cell432	0	47	33	13	58	0	51	4	51	0	42	0	33	2	43	0	42	0	56	0
cell433	0	42	1	41	55	0	48	2	39	0	53	0	51	0	58	0	48	3	49	0
cell434	2	34	11	50	29	19	51	0	39	1	63	0	53	0	48	0	52	0	52	0
cell435	0	62	2	46	66	0	46	9	66	0	44	0	55	2	50	2	35	0	65	0
cell436	0	53	12	39	14	31	41	0	54	0	47	0	52	0	51	0	54	0	50	1
cell437	0	58	2	44	40	7	51	0	32	12	54	0	63	0	43	0	45	8	41	0
cell438	0	50	44	0	57	1	50	0	46	0	47	4	51	0	43	0	46	0	4	47
cell439	1	48	4	33	44	6	39	0	18	36	57	0	47	0	47	0	52	2	53	0
cell440	0	50	8	44	49	0	27	20	55	0	55	1	40	0	42	2	38	0	64	0
cell441	4	46	7	37	44	1	7	45	54	3	22	24	32	19	35	11	51	0	38	0
cell442	0	48	11	42	29	12	44	0	38	15	57	3	43	5	59	0	50	0	40	0
cell443	2	45	36	9	36	0	63	0	46	0	57	0	46	0	55	0	48	0	68	2
cell444	1	50	38	6	41	0	49	0	68	0	51	1	49	0	58	0	52	0	42	0
cell445	0	58	13	31	46	0	38	0	43	0	57	0	46	1	47	0	51	1	40	0
cell446	0	50	17	32	20	37	50	2	44	1	55	0	47	0	52	0	56	0	43	0
cell447	1	41	28	11	56	0	56	0	47	0	42	0	40	1	50	2	44	0	48	2
cell448	1	55	38	20	39	10	46	0	45	0	53	0	34	0	52	0	48	0	45	0
cell449	0	48	7	45	26	33	58	0	31	14	43	0	39	1	48	1	41	1	56	0
cell450	0	55	0	34	39	0	8	35	55	1	36	0	59	0	54	0	54	0	50	0
cell451	2	55	4	45	21	30	52	0	43	0	50	0	45	0	54	5	53	0	49	0
cell452	1	44	0	42	44	3	55	0	31	20	50	0	58	0	56	0	51	0	42	4
cell453	1	45	24	28	46	0	52	0	56	0	42	0	64	0	37	0	40	6	47	2
cell454	6	38	9	33	32	2	38	1	43	3	57	0	48	0	55	4	53	2	46	0
cell455	1	29	3	55	46	13	38	0	18	36	33	0	52	0	53	0	28	21	47	1
cell456	2	45	49	1	48	0	46	0	51	0	38	0	54	0	47	0	39	4	45	0
cell457	0	39	4	41	61	0	25	24	41	0	22	25	39	21	38	5	45	0	46	0
cell458	0	49	12	44	50	0	21	35	48	1	48	4	42	0	32	0	50	2	47	1
cell459	1	59	23	33	40	3	53	4	26	24	71	1	48	3	52	0	60	0	50	1
cell460	0	55	31	29	39	5	31	0	55	7	53	0	43	0	51	0	67	0	52	0
cell461	0	49	39	0	47	0	42	0	50	2	54	0	49	0	43	0	50	0	31	20
cell462	8	39	1	46	35	15	46	1	19	24	49	0	48	6	44	0	60	0	34	0
cell463	0	58	29	32	61	1	32	11	50	0	54	0	52	0	55	1	53	1	38	0
cell464	0	49	24	31	61	0	13	28	40	0	56	7	49	0	61	0	39	0	50	0
cell465	1	47	6	36	59	1	12	24	42	0	18	20	38	5	47	1	49	0	49	0
cell466	0	57	29	27	39	30	51	0	54	1	59	0	49	0	48	0	47	0	50	0
cell467	0	49	51	0	46	4	57	1	43	0	35	0	38	0	51	0	63	0	44	5
cell468	0	45	2	47	64	2	6	40	42	0	18	30	13	30	31	7	53	0	46	0
cell469	0	51	41	6	40	0	57	0	47	0	44	0	43	0	46	0	61	0	53	0
cell470	0	44	1	51	60	0	45	0	15	32	43	0	43	0	52	0	35	4	46	0
cell471	0	50	22	27	29	14	51	0	17	23	52	0	58	0	37	0	39	7	37	0
cell472	0	49	53	0	58	2	51	0	53	0	55	0	51	0	43	3	50	0	2	52
cell473	1	53	13	47	54	0	29	22	46	0	44	7	50	0	55	0	43	0	53	0
cell474	0	55	26	25	33	15	48	1	45	0	49	0	47	0	41	0	52	0	55	0
cell475	0	55	18	24	26	15	30	24	49	1	33	10	34	22	49	2	53	1	54	0
cell476	0	43	51	0	54	0	52	0	46	1	55	0	61	0	49	0	44	8	33	25
cell477	1	47	37	24	56	0	36	13	55	0	48	0	54	0	65	0	67	0	42	0
cell478	0	46	1	58	60	0	26	32	61	0	47	6	41	5	44	0	44	0	52	0
cell479	6	48	42	1	51	0	58	0	46	1	49	0	54	0	49	0	55	4	46	0
cell480	0	54	47	0	34	2	54	3	51	0	56	0	53	0	49	1	55	0	22	23
cell481	0	42	44	0	46	1	46	0	45	0	54	0	60	0	47	0	64	1	60	0
cell482	4	39	1	49	36	0	3	39	62	0	35	20	52	0	50	0	47	0	63	0
cell483	0	50	12	37	54	0	33	26	39	0	54	0	50	0	43	0	49	0	43	7
cell484	0	76	51	13	61	1	41	13	48	0	50	1	49	0	48	0	50	0	52	1
cell485	6	41	26	22	51	0	47	7	51	0	47	5	40	0	47	0	36	0	43	0
cell486	0	58	20	25	53	1	50	0	23	34	52	1	42	0	55	0	24	22	64	0
cell487	0	47	51	9	28	5	47	0	53	0	48	0	53	0	61	0	51	0	47	0
cell488	0	57	28	36	40	0	51	0	37	4	49	0	40	0	45	1	47	0	40	5
cell489	0	42	54	0	51	0	50	0	46	0	55	0	49	0	45	0	57	0	63	0
cell490	0	52	40	9	48	0	38	17	56	0	53	1	53	0	54	0	54	0	47	1
cell491	2	53	6	40	32	15	47	0	30	14	53	0	39	0	72	0	54	0	33	0
cell492	0	52	8	66	44	5	21	27	50	0	32	15	49	0	61	0	48	0	46	4
cell493	0	62	7	55	39	7	42	0	52	0	47	0	51	0	41	0	31	2	35	0
cell494	0	52	5	41	56	5	52	0	30	12	59	0	48	0	51	3	31	24	44	0
cell495	1	52	24	20	43	13	55	2	46	0	54	0	40	0	52	0	49	0	37	0
cell496	0	44	0	47	38	0	14	40	55	0	18	27	32	15	41	5	48	0	33	0
cell497	0	51	7	47	33	9	53	0	48	0	65	0	54	0	58	0	58	0	61	0
cell498	0	46	10	41	43	15	42	4	34	12	57	0	51	0	46	1	34	10	57	0
cell499	0	61	12	43	42	0	13	42	46	4	39	5	46	0	49	2	48	0	49	0
cell500	0	35	6	63	55	1	5	43	45	0	42	0	49	0	50	0	48	0	48	0
