,mut15,mut1,mut2,mut3,mut4,mut5,mut6,mut7,mut8,mut9,mut10,mut11,mut12,mut13,mut14
cell409,51,47,45,53,45,57,64,44,57,56,51,48,53,53,52
cell410,59,49,55,41,42,48,55,54,44,38,54,48,64,45,47
cell411,47,45,46,43,48,50,46,45,48,38,56,52,54,56,40
cell412,54,46,47,58,42,57,52,43,54,44,50,41,63,44,52
cell413,65,43,50,55,53,57,52,54,44,46,45,41,53,57,40
cell414,56,56,52,44,53,50,51,54,54,40,57,60,49,56,53
cell415,44,47,50,40,56,35,50,69,50,55,58,46,49,58,42
cell416,41,54,48,66,55,49,68,40,51,49,47,46,54,47,43
cell417,54,52,48,51,43,51,46,57,45,48,49,58,47,49,44
cell418,54,48,35,62,60,51,47,49,58,49,56,52,50,50,55
cell419,47,57,49,45,43,46,62,54,55,63,42,50,51,46,50
cell420,48,48,53,56,54,43,53,34,46,42,46,46,47,45,43
cell421,62,52,44,51,55,56,40,59,44,47,52,38,43,46,51
cell422,43,46,51,52,37,40,51,56,48,53,56,61,53,45,37
cell423,49,52,46,28,49,34,44,50,51,53,37,43,57,40,58
cell424,55,47,52,53,59,44,47,53,43,47,51,46,55,65,40
cell425,53,59,73,35,66,49,43,44,54,50,41,47,59,36,55
cell426,41,43,38,58,38,55,56,47,47,40,42,49,48,46,58
cell427,38,54,48,51,49,44,51,50,52,47,43,51,48,52,42
cell428,51,38,42,43,47,52,60,45,44,41,53,56,53,50,62
cell429,57,36,52,52,39,48,46,51,46,61,48,55,54,48,50
cell430,51,47,52,51,49,36,41,49,55,49,55,46,35,59,57
cell431,47,55,31,55,43,44,43,57,55,55,37,40,58,49,52
cell432,48,56,40,56,48,53,51,51,49,44,62,39,54,51,50
cell433,50,45,54,55,50,46,40,50,58,42,42,39,59,42,61
cell434,50,60,45,52,43,50,53,45,39,45,51,51,50,48,52
cell435,51,47,55,55,47,61,57,50,48,53,53,61,49,50,53
cell436,49,41,55,56,50,56,60,48,57,53,42,48,54,58,38
cell437,56,54,39,53,50,51,55,53,62,51,41,50,68,51,40
cell438,55,51,49,53,71,46,52,48,65,46,52,44,56,41,52
cell439,45,54,49,57,47,52,54,46,61,55,46,53,54,61,51
cell440,35,54,43,55,59,45,48,45,46,51,51,46,53,60,44
cell441,48,46,47,53,38,43,50,54,52,55,50,44,45,54,44
cell442,36,55,54,42,48,58,49,46,44,50,54,54,47,49,53
cell443,58,40,52,48,41,49,45,55,51,43,43,53,35,48,44
cell444,49,42,44,49,54,57,55,53,48,57,61,43,50,42,47
cell445,51,65,44,59,44,46,35,50,55,58,59,46,45,54,41
cell446,44,51,44,52,43,45,40,41,57,55,62,48,58,39,53
cell447,47,50,46,61,56,41,58,62,59,34,47,66,49,40,47
cell448,42,52,54,53,50,51,47,41,53,61,53,54,51,47,47
cell449,50,44,39,62,56,48,56,52,65,54,55,56,61,51,36
cell450,62,54,44,53,51,52,49,37,49,46,42,46,49,52,64
cell451,44,40,49,43,39,58,53,54,48,46,48,48,60,58,58
cell452,50,42,48,51,48,52,36,45,53,53,54,47,50,52,45
cell453,48,48,46,52,58,49,52,58,45,45,43,47,46,55,48
cell454,45,58,40,53,52,48,45,46,64,53,52,43,41,55,50
cell455,42,55,46,53,62,51,51,42,52,57,51,37,49,39,45
cell456,40,46,37,56,52,44,57,45,48,54,52,35,61,55,42
cell457,63,65,48,45,46,53,54,60,44,47,41,52,43,50,48
cell458,50,43,47,51,47,44,51,46,51,53,49,60,48,51,63
cell459,54,64,49,51,56,53,47,55,51,33,59,60,61,57,61
cell460,52,60,48,44,58,44,44,64,51,47,51,50,61,57,56
cell461,43,37,57,65,54,50,41,42,41,53,40,45,49,55,55
cell462,61,52,60,46,61,49,46,47,39,37,56,48,37,41,49
cell463,52,33,43,52,45,51,47,50,59,51,53,66,54,56,58
cell464,46,53,47,46,42,51,61,55,42,52,60,36,51,45,41
cell465,58,40,42,42,61,51,59,33,41,52,44,43,39,40,53
cell466,53,43,44,50,51,54,62,57,48,47,51,53,46,68,56
cell467,48,37,57,52,49,61,46,51,55,49,60,44,56,49,49
cell468,51,41,56,50,44,52,34,51,44,56,52,50,40,48,54
cell469,54,47,42,60,54,48,60,59,41,51,53,55,49,48,39
cell470,52,47,58,44,48,39,38,45,51,55,36,53,50,62,43
cell471,52,45,52,55,48,60,50,40,57,42,54,54,49,50,54
cell472,41,48,44,48,39,49,48,54,46,37,57,58,52,49,46
cell473,55,57,48,49,52,52,55,60,53,41,65,60,52,36,52
cell474,59,46,39,52,51,58,47,46,60,56,46,40,57,41,61
cell475,48,56,42,55,57,53,56,43,52,54,46,44,49,48,51
cell476,54,39,52,36,52,53,57,56,50,45,43,39,44,53,47
cell477,44,55,64,54,43,40,48,58,39,40,50,46,49,42,58
cell478,49,61,63,47,46,53,42,45,45,54,37,44,43,53,56
cell479,48,53,40,46,54,53,42,47,46,46,57,58,50,39,31
cell480,48,40,46,34,46,55,51,43,53,43,58,56,45,41,47
cell481,60,38,44,39,52,54,55,54,37,37,44,37,57,44,59
cell482,52,40,62,56,53,46,46,45,50,59,63,44,43,40,61
cell483,51,52,48,52,44,45,48,47,45,39,61,50,44,56,46
cell484,48,56,51,47,55,57,52,47,47,45,58,43,52,53,37
cell485,54,42,47,56,48,57,44,53,48,47,51,46,68,64,39
cell486,44,53,47,51,46,47,59,44,45,60,67,59,57,50,49
cell487,47,49,42,44,59,48,39,51,48,51,51,53,49,58,60
cell488,56,54,56,56,48,51,52,50,51,53,54,51,54,57,58
cell489,46,48,49,49,39,54,47,47,42,61,44,39,35,53,57
cell490,47,39,67,37,61,44,42,53,59,53,52,26,46,37,31
cell491,58,50,51,54,51,50,58,52,58,47,45,52,55,49,56
cell492,44,62,65,52,52,60,52,39,34,43,57,48,53,40,49
cell493,53,44,53,56,49,45,46,51,61,53,53,45,69,40,59
cell494,46,58,51,45,47,47,46,49,51,55,39,50,60,65,54
cell495,51,40,50,56,49,60,47,35,53,58,55,66,51,53,64
cell496,42,38,50,50,48,43,54,48,38,49,57,49,55,44,52
cell497,55,37,60,31,50,51,53,53,60,49,50,56,62,30,56
cell498,48,52,46,55,53,53,49,63,41,54,41,43,54,54,55
cell499,38,48,49,56,42,43,47,45,50,49,50,46,39,46,48
cell500,65,44,41,47,51,64,53,35,51,55,39,48,41,53,52
