,mut15,mut1,mut2,mut3,mut4,mut5,mut6,mut7,mut8,mut9,mut10,mut11,mut12,mut13,mut14
cell409,36,49,54,61,49,53,46,52,54,48,42,42,43,56,49
cell410,46,45,52,52,47,44,55,57,61,50,31,57,54,41,49
cell411,48,55,39,44,46,42,40,54,45,51,45,43,40,56,52
cell412,39,58,53,54,48,55,56,43,45,44,41,57,38,54,49
cell413,58,60,59,39,57,41,53,43,61,60,59,48,35,46,45
cell414,40,66,49,48,46,47,53,64,44,51,51,51,48,63,47
cell415,37,57,37,46,42,68,65,56,42,51,46,68,44,49,40
cell416,41,48,48,57,51,44,52,53,47,52,52,41,46,45,43
cell417,50,39,40,44,44,42,52,49,55,45,61,49,46,43,47
cell418,57,54,59,53,51,49,50,43,46,45,49,37,51,58,52
cell419,54,55,43,53,52,55,59,47,53,55,52,57,53,46,68
cell420,55,45,35,44,56,57,49,62,73,46,48,42,58,55,46
cell421,48,60,49,50,52,70,60,40,43,57,53,49,41,51,58
cell422,43,49,58,35,36,44,61,54,55,57,44,57,59,47,41
cell423,50,56,52,44,44,44,43,48,36,39,50,59,48,56,54
cell424,55,49,42,52,53,40,49,53,62,38,51,42,44,47,51
cell425,52,46,43,57,36,48,52,50,46,50,47,46,58,42,54
cell426,48,48,43,51,42,49,55,54,49,51,56,57,44,44,55
cell427,56,52,64,45,45,53,53,53,53,50,49,35,47,56,50
cell428,55,52,62,65,45,48,34,47,57,42,50,48,52,44,41
cell429,53,60,40,58,36,42,59,51,52,57,47,55,48,56,50
cell430,47,54,54,48,44,45,45,56,54,47,58,51,47,39,52
cell431,42,49,42,54,48,63,50,49,40,39,51,49,67,53,45
cell432,44,58,45,52,46,45,65,53,45,55,45,44,42,47,35
cell433,50,41,53,49,44,56,49,56,54,41,47,44,43,52,40
cell434,43,43,55,60,48,47,52,46,56,55,48,39,48,52,49
cell435,49,55,50,54,52,64,52,72,62,47,46,54,53,40,52
cell436,57,46,39,43,36,52,40,58,43,46,49,49,44,49,58
cell437,64,43,50,41,42,45,49,55,50,45,70,56,52,43,44
cell438,68,39,46,43,50,46,49,38,61,47,42,39,59,54,54
cell439,56,55,56,59,58,45,65,67,38,47,50,54,47,45,52
cell440,47,45,55,61,54,52,47,55,59,47,40,57,53,50,58
cell441,48,40,44,40,44,44,72,59,48,57,64,51,45,54,44
cell442,43,48,54,51,42,49,52,45,57,46,50,49,48,62,44
cell443,37,56,53,45,33,60,49,51,51,63,38,42,52,52,42
cell444,56,35,48,49,57,49,45,42,39,45,34,42,54,38,40
cell445,67,52,59,56,43,60,55,42,46,44,67,54,50,51,61
cell446,52,46,38,45,49,45,49,51,56,53,57,44,55,63,39
cell447,50,54,56,59,70,50,46,50,53,51,48,50,48,47,52
cell448,55,56,42,56,49,54,50,47,35,37,58,66,41,49,41
cell449,47,53,46,47,62,48,40,51,39,45,47,48,43,61,55
cell450,59,42,48,45,57,45,50,54,52,50,60,46,45,58,59
cell451,52,46,46,49,45,56,58,39,54,48,60,59,51,57,49
cell452,54,41,43,42,40,54,53,49,48,57,55,59,54,43,46
cell453,51,53,43,49,46,52,44,46,42,54,39,40,46,54,48
cell454,62,49,46,45,56,61,45,57,55,49,55,47,57,54,49
cell455,54,52,67,54,51,50,51,43,60,36,46,42,52,47,54
cell456,40,53,44,55,53,49,50,57,46,47,51,36,44,56,49
cell457,52,58,66,39,46,58,47,43,47,52,51,52,50,36,37
cell458,60,41,57,49,48,58,43,44,64,62,50,61,42,56,55
cell459,44,46,44,60,55,62,53,57,61,42,51,53,47,49,48
cell460,46,41,53,58,52,44,58,50,66,48,42,57,46,46,57
cell461,70,54,55,44,42,50,45,43,35,57,49,50,47,56,54
cell462,48,52,51,62,48,49,50,54,64,46,52,55,38,59,65
cell463,52,55,48,48,49,49,48,47,51,46,48,51,55,57,50
cell464,48,38,45,54,54,53,54,65,52,51,41,45,41,66,49
cell465,56,46,59,57,44,51,42,39,48,43,52,61,47,42,49
cell466,54,38,65,50,52,44,54,55,57,65,48,41,44,66,57
cell467,45,45,55,42,53,57,56,60,41,58,54,56,35,64,61
cell468,42,60,52,48,42,29,48,52,51,52,47,63,44,46,41
cell469,48,61,40,41,47,58,56,60,50,48,68,39,35,55,57
cell470,51,48,43,40,53,52,45,52,53,52,56,61,37,49,46
cell471,40,50,44,43,48,51,52,45,54,49,44,33,43,51,50
cell472,51,59,43,46,61,54,49,49,50,40,36,52,47,43,46
cell473,42,55,40,43,35,40,38,48,53,45,43,55,49,39,58
cell474,54,48,49,50,56,51,48,48,50,44,57,46,47,46,60
cell475,48,63,43,39,65,52,41,45,37,54,48,51,58,47,49
cell476,50,57,40,44,43,48,43,56,49,56,46,43,57,42,42
cell477,37,50,48,46,52,58,43,56,51,43,56,56,54,51,47
cell478,46,58,50,47,44,42,55,58,53,46,49,40,62,54,54
cell479,57,53,46,52,59,51,58,58,44,43,34,37,51,54,45
cell480,51,45,52,56,58,63,49,55,54,44,45,48,54,51,62
cell481,36,58,54,59,56,52,65,50,48,63,58,49,62,57,44
cell482,54,44,39,55,54,42,56,57,46,53,46,49,49,46,50
cell483,43,46,44,44,45,39,49,52,50,48,57,52,40,47,53
cell484,51,62,60,54,53,40,49,59,49,44,48,55,43,48,50
cell485,56,43,58,49,55,50,57,39,44,47,58,54,52,47,61
cell486,42,53,50,54,39,61,30,52,61,39,50,43,68,60,44
cell487,48,45,53,53,61,54,61,58,50,40,40,62,59,46,60
cell488,53,47,45,47,60,53,36,46,37,54,47,47,41,49,57
cell489,52,55,35,46,49,41,57,52,48,48,55,65,41,47,58
cell490,53,52,50,55,47,42,47,52,47,46,56,40,52,47,42
cell491,53,56,54,49,45,51,52,57,39,46,38,38,54,52,41
cell492,44,47,44,50,53,61,45,49,48,50,42,45,45,45,47
cell493,45,45,49,51,46,59,60,54,56,59,38,55,56,41,68
cell494,49,51,59,59,49,54,48,53,55,51,59,47,32,56,48
cell495,56,56,49,42,50,64,42,42,52,58,48,60,56,56,60
cell496,65,63,36,49,48,55,44,43,46,47,47,38,58,54,46
cell497,51,65,55,57,42,45,54,47,56,60,40,51,47,45,50
cell498,57,57,56,46,35,60,48,54,42,36,55,67,49,52,51
cell499,61,53,53,56,57,53,56,50,53,48,40,52,46,59,51
cell500,39,54,45,36,44,58,51,44,43,50,54,43,44,53,46
