,mut15,mut1,mut2,mut3,mut4,mut5,mut6,mut7,mut8,mut9,mut10,mut11,mut12,mut13,mut14
cell409,53,44,55,64,40,50,64,36,48,67,53,46,49,46,55
cell410,59,60,40,52,60,54,46,55,54,47,44,60,61,64,36
cell411,58,45,55,44,45,44,40,44,48,44,44,49,46,43,67
cell412,55,45,58,50,48,51,52,54,49,53,50,68,51,48,43
cell413,55,48,40,62,53,48,59,47,52,47,49,56,39,51,52
cell414,59,67,61,41,52,44,49,39,53,54,57,43,53,56,51
cell415,50,42,45,50,63,53,52,56,56,41,41,51,57,45,53
cell416,45,52,39,53,48,44,56,61,41,44,66,57,55,51,51
cell417,54,53,41,50,47,51,43,49,63,57,63,46,61,53,54
cell418,43,35,50,55,61,46,62,45,62,49,48,52,51,54,49
cell419,49,58,47,51,51,57,53,43,44,48,65,47,47,47,60
cell420,57,52,43,43,47,48,56,31,42,56,57,48,56,50,56
cell421,50,45,53,49,51,45,40,56,49,45,51,50,47,48,59
cell422,44,43,51,47,53,37,53,49,47,59,50,45,45,49,40
cell423,51,52,60,49,43,55,43,50,52,39,48,35,41,61,51
cell424,45,50,47,53,56,62,49,66,52,49,46,48,54,65,49
cell425,60,46,58,46,42,47,46,54,38,62,50,49,46,46,51
cell426,45,61,54,45,46,57,56,55,60,58,47,50,51,55,40
cell427,39,40,39,51,59,48,52,48,53,45,45,46,47,57,49
cell428,58,51,43,60,34,46,47,34,42,55,61,43,59,56,59
cell429,56,37,55,45,44,49,42,40,48,43,56,53,37,49,47
cell430,43,64,71,48,56,35,53,54,37,54,44,47,51,50,36
cell431,41,46,43,51,49,56,55,59,43,45,54,45,62,62,42
cell432,45,37,52,54,41,71,56,46,46,47,49,52,50,44,59
cell433,48,44,50,65,58,52,64,45,52,44,62,43,45,52,56
cell434,64,51,37,50,47,47,50,53,58,38,54,55,54,57,57
cell435,55,59,39,53,58,51,56,47,52,50,56,51,56,61,50
cell436,39,42,47,49,53,50,40,55,38,51,53,65,53,55,53
cell437,40,44,45,43,51,57,50,38,49,53,57,56,56,47,48
cell438,32,29,50,47,46,45,51,50,46,42,54,49,45,43,48
cell439,42,44,50,54,65,69,52,47,48,58,47,52,36,57,37
cell440,44,51,59,64,52,73,61,62,53,47,42,54,58,45,47
cell441,59,43,41,50,47,54,43,53,43,48,54,53,47,55,45
cell442,46,46,47,52,65,46,61,56,52,36,55,48,57,55,42
cell443,51,43,43,55,59,42,45,49,53,59,45,51,62,35,62
cell444,38,46,53,40,52,36,46,43,47,44,53,59,60,42,45
cell445,52,58,54,51,52,56,36,47,49,46,48,43,54,52,51
cell446,52,53,45,48,48,59,52,49,53,48,55,59,44,52,54
cell447,43,37,49,54,60,52,56,43,56,54,52,51,51,40,48
cell448,44,53,45,62,56,53,46,54,53,55,53,50,47,45,49
cell449,45,55,47,39,49,65,57,48,51,43,49,43,42,51,50
cell450,58,45,48,46,48,35,43,59,46,53,48,53,40,47,55
cell451,40,60,48,51,50,35,56,57,45,58,39,44,52,58,48
cell452,50,62,43,43,54,71,45,43,50,54,50,58,52,40,42
cell453,53,64,51,53,55,53,35,55,46,41,64,48,51,50,44
cell454,39,40,46,66,48,49,49,34,64,58,40,42,56,43,45
cell455,46,40,49,60,48,47,65,62,41,61,39,62,38,52,53
cell456,51,53,63,49,54,53,51,55,56,46,53,46,46,50,48
cell457,49,47,48,60,57,55,56,49,50,37,49,41,54,44,51
cell458,45,61,48,51,40,55,43,44,43,72,41,43,57,43,44
cell459,47,46,60,50,53,54,40,41,50,48,44,48,62,54,46
cell460,47,50,51,64,53,63,54,41,54,49,58,59,45,56,52
cell461,44,55,45,52,44,52,47,40,49,49,41,49,52,62,49
cell462,57,57,52,57,50,50,49,58,51,65,46,39,60,46,51
cell463,57,62,46,52,51,61,43,57,53,55,39,49,45,52,55
cell464,43,50,43,59,61,37,56,50,39,43,52,47,66,45,48
cell465,42,56,44,49,49,45,56,52,51,48,54,48,48,49,59
cell466,46,42,60,51,54,65,54,51,44,49,39,40,49,53,60
cell467,51,67,57,62,59,52,60,44,56,47,51,56,44,48,64
cell468,59,53,54,52,57,52,50,44,52,56,52,39,57,46,48
cell469,52,45,54,44,61,60,48,62,55,61,58,50,61,58,60
cell470,46,58,56,55,38,66,50,58,52,39,60,49,53,41,40
cell471,40,43,45,59,34,49,68,40,58,37,54,49,42,53,47
cell472,61,40,51,56,43,54,49,44,52,42,43,45,59,57,45
cell473,49,57,59,50,42,60,47,40,55,51,50,60,44,57,49
cell474,56,51,47,55,48,42,49,55,39,52,60,43,56,56,53
cell475,42,46,50,48,56,50,46,55,67,56,53,48,65,44,43
cell476,38,54,53,52,47,47,55,51,44,55,51,54,57,33,49
cell477,40,54,41,55,42,35,43,61,57,56,46,47,58,52,62
cell478,46,44,45,59,51,41,50,35,62,43,38,63,46,49,50
cell479,56,46,52,52,56,50,37,53,47,52,48,40,58,46,44
cell480,55,53,57,50,49,38,43,48,47,39,57,69,47,41,41
cell481,45,46,70,42,63,46,52,49,58,39,56,62,53,46,57
cell482,61,55,56,48,56,47,57,56,50,49,50,50,49,54,55
cell483,51,62,71,56,48,43,62,51,42,32,51,45,55,62,47
cell484,51,53,45,60,52,50,60,39,40,47,59,45,61,43,60
cell485,40,57,53,60,57,59,41,51,51,37,50,53,46,46,36
cell486,46,58,48,49,61,51,54,50,58,44,51,48,52,65,51
cell487,48,57,61,49,50,48,45,48,45,50,36,60,55,53,53
cell488,47,51,40,49,46,47,45,64,49,48,53,57,47,48,44
cell489,56,66,46,58,46,47,57,56,57,42,51,57,47,57,48
cell490,58,56,54,43,24,44,50,40,43,48,55,49,46,42,49
cell491,51,54,51,52,54,54,53,39,64,48,51,46,47,54,56
cell492,45,63,57,52,60,56,59,58,47,45,51,58,59,52,61
cell493,52,49,36,42,39,45,54,56,51,49,42,55,55,38,63
cell494,63,53,57,57,66,48,52,37,50,56,42,54,49,39,51
cell495,47,44,37,52,48,52,40,45,37,53,70,45,44,41,53
cell496,45,51,47,46,65,49,46,54,45,52,38,61,34,48,51
cell497,53,53,59,51,48,64,46,49,48,45,53,48,52,53,49
cell498,53,52,52,40,35,51,51,53,63,59,54,43,52,47,46
cell499,55,50,46,54,59,42,43,63,51,48,47,39,56,42,56
cell500,58,58,47,45,47,53,54,47,43,45,50,53,42,51,41
